"academica","personal","economica","institucional","deserta"
"1069",2,1,1,3,1
"1070",2,1,2,3,0
"1071",2,1,1,3,0
"1072",0,1,2,3,0
"1073",2,1,0,2,0
"1074",3,1,2,2,1
"1075",2,1,2,2,0
"1076",0,1,2,3,0
"1077",2,1,2,3,0
"1078",2,1,1,3,0
"1079",2,1,2,2,0
"1080",2,1,2,2,0
"1081",2,1,2,2,1
"1082",1,1,1,2,1
"1083",2,1,2,2,1
"1084",2,1,1,2,1
"1085",3,1,1,2,0
"1086",2,1,2,2,1
"1087",2,1,1,2,0
"1088",2,1,2,2,0
"1089",2,1,2,3,0
"1090",3,2,2,1,1
"1091",3,2,1,2,1
"1092",2,1,1,3,0
"1093",2,1,2,3,0
"1094",2,1,2,2,1
"1095",3,2,1,2,0
"1096",2,2,1,3,0
"1097",2,1,2,3,0
"1098",2,2,1,3,1
"1099",3,2,2,2,1
"1100",2,1,2,2,0
"1101",2,1,2,3,0
"1102",0,1,3,3,1
"1103",2,2,2,3,0
"1104",2,1,1,2,1
"1105",2,1,0,3,1
"1106",2,2,2,3,0
"1107",2,1,2,2,0
"1108",1,1,0,3,0
"1109",2,1,2,3,1
"1110",3,1,2,3,0
"1111",1,1,1,3,0
"1112",2,2,2,3,0
"1113",3,1,1,2,0
"1114",3,1,2,3,0
"1115",3,1,3,1,0
"1116",2,1,0,2,1
"1117",4,1,1,3,1
"1118",2,1,1,2,0
"1119",1,2,1,3,1
"1120",2,1,2,1,0
"1121",3,1,2,2,0
"1122",2,1,1,2,1
"1123",2,1,3,3,0
"1124",2,1,2,3,0
"1125",3,1,2,3,0
"1126",4,1,2,2,0
"1127",2,1,1,2,0
"1128",1,1,1,3,0
"1129",2,2,3,2,1
"1130",2,1,1,2,0
"1131",3,1,1,1,0
"1132",2,1,2,3,1
"1133",2,3,2,2,0
"1134",2,1,2,3,1
"1135",2,1,0,2,0
"1136",3,1,3,2,0
"1137",2,2,1,2,1
"1138",3,1,0,3,1
"1139",2,1,2,3,1
"1140",2,2,2,3,0
"1141",3,1,1,2,1
"1142",2,1,2,3,0
"1143",2,1,1,3,1
"1144",2,1,2,3,0
"1145",2,2,1,3,1
"1146",2,1,1,2,0
"1147",2,1,1,2,0
"1148",2,1,1,3,0
"1149",3,1,1,3,1
"1150",2,2,0,3,1
"1151",3,1,1,2,1
"1152",2,1,1,2,0
"1153",1,1,2,1,1
"1154",2,1,1,3,0
"1155",2,1,2,2,1
"1156",2,1,1,2,0
"1157",2,1,2,2,1
"1158",3,1,2,1,0
"1159",2,2,2,2,0
"1160",2,3,2,2,0
"1161",2,2,1,3,1
"1162",2,1,1,2,0
"1163",2,1,2,2,1
"1164",2,1,1,3,1
"1165",2,1,2,3,0
"1166",2,1,1,3,0
"1167",2,1,1,3,1
"1168",3,1,1,1,1
"1169",4,1,2,3,1
"1170",2,2,2,2,0
"1171",2,1,2,2,0
"1172",2,1,1,3,1
"1173",3,2,1,2,0
"1174",2,1,2,2,0
"1175",2,1,1,2,0
"1176",2,1,2,2,1
"1177",3,1,0,2,1
"1178",3,1,3,3,0
"1179",2,1,2,1,0
"1180",2,2,2,3,0
"1181",1,1,2,3,0
"1182",2,1,1,2,0
"1183",2,1,2,1,1
"1184",3,1,1,2,0
"1185",1,1,1,3,1
"1186",2,1,2,2,1
"1187",2,1,1,2,1
"1188",2,1,1,3,1
"1189",2,1,3,3,0
"1190",2,1,1,3,1
"1191",2,1,2,2,0
"1192",2,1,1,2,0
"1193",2,2,2,2,0
"1194",3,1,1,2,1
"1195",2,1,1,3,0
"1196",4,1,1,2,0
"1197",2,1,2,3,0
"1198",2,1,1,3,0
"1199",4,1,2,1,0
"1200",3,2,1,2,0
"1201",2,2,3,2,0
"1202",2,1,1,3,1
"1203",2,1,1,2,0
"1204",1,1,1,2,0
"1205",2,2,4,2,0
"1206",2,2,1,3,0
"1207",3,2,1,3,1
"1208",2,2,1,3,0
"1209",2,1,1,1,0
"1210",2,1,2,3,0
"1211",3,1,2,2,1
"1212",3,2,3,1,0
"1213",2,1,2,2,1
"1214",2,2,1,2,1
"1215",2,1,1,2,0
"1216",2,1,2,3,1
"1217",3,2,3,2,0
"1218",3,2,0,2,1
"1219",2,1,2,2,0
"1220",2,1,2,2,0
"1221",2,1,3,1,0
"1222",0,1,2,3,0
"1223",2,2,0,2,1
"1224",3,1,1,2,0
"1225",2,1,2,2,0
"1226",2,1,2,2,0
"1227",3,1,3,3,0
"1228",2,1,1,2,1
"1229",2,1,1,2,0
"1230",3,1,1,3,0
"1231",2,1,0,3,1
"1232",2,2,0,3,0
"1233",2,1,2,2,0
"1234",2,1,1,3,1
"1235",2,1,1,2,1
"1236",2,1,3,3,0
"1237",2,1,1,3,0
"1238",2,1,2,3,0
"1239",2,1,2,3,0
"1240",2,1,2,2,1
"1241",3,1,0,2,0
"1242",2,1,2,3,1
"1243",2,2,2,3,1
"1244",1,1,1,3,1
"1245",2,1,2,2,0
"1246",2,1,0,3,0
"1247",2,1,3,2,0
"1248",2,1,2,2,0
"1249",2,2,1,3,0
"1250",2,1,2,2,0
"1251",0,1,2,2,0
"1252",1,1,1,2,0
"1253",3,1,3,3,0
"1254",2,1,1,3,1
"1255",2,2,0,2,0
"1256",2,1,1,3,0
"1257",4,1,2,2,1
"1258",2,2,2,2,1
"1259",2,1,0,2,0
"1260",2,1,3,2,0
"1261",3,1,1,2,1
"1262",2,2,2,3,0
"1263",2,1,1,3,0
"1264",0,1,1,2,0
"1265",2,2,3,2,0
"1266",2,1,1,3,1
"1267",2,1,1,2,0
"1268",2,1,0,3,0
"1269",2,1,2,3,0
"1270",2,1,2,3,0
"1271",2,1,2,2,0
"1272",2,1,1,3,0
"1273",2,1,2,2,1
"1274",3,1,0,2,1
"1275",0,2,2,2,1
"1276",3,1,2,2,0
"1277",2,1,1,3,1
"1278",2,1,2,2,0
"1279",2,2,0,2,1
"1280",2,1,1,3,0
"1281",2,1,2,2,1
"1282",2,2,2,3,1
"1283",2,2,1,2,0
"1284",2,1,2,2,0
"1285",1,1,2,2,1
"1286",2,1,1,2,0
"1287",3,1,0,1,0
"1288",2,1,2,3,0
"1289",2,2,2,1,0
"1290",2,1,1,2,0
"1291",2,2,2,1,1
"1292",2,1,3,1,1
"1293",2,1,1,2,0
"1294",2,2,1,2,0
"1295",2,1,3,2,1
"1296",2,1,1,2,0
"1297",3,1,0,2,0
"1298",2,1,2,2,1
"1299",3,1,1,3,0
"1300",2,1,1,3,1
"1301",3,1,2,3,1
"1302",2,1,2,2,1
"1303",3,1,1,3,1
"1304",2,1,2,3,0
"1305",2,1,0,3,0
"1306",3,1,2,3,1
"1307",2,1,1,2,0
"1308",2,1,1,3,0
"1309",3,1,0,2,0
"1310",2,1,2,3,0
"1311",3,2,3,2,0
"1312",2,1,2,2,1
"1313",2,1,1,1,0
"1314",3,1,1,3,0
"1315",1,1,3,2,0
"1316",1,1,1,3,0
"1317",2,2,2,2,0
"1318",2,1,1,3,1
"1319",2,1,1,2,1
"1320",2,2,1,3,0
"1321",2,2,1,3,1
"1322",2,1,0,3,1
"1323",4,1,2,2,0
"1324",2,1,1,2,1
"1325",1,1,1,2,0
"1326",2,1,2,2,0
"1327",2,1,2,3,1
"1328",2,2,2,2,0
"1329",1,1,2,3,0
"1330",2,2,1,2,1
"1331",2,1,2,3,0
"1332",2,1,2,2,0
"1333",2,1,1,3,0
"1334",2,1,1,2,0
"1335",3,1,3,2,0
"1336",3,2,0,3,0
"1337",2,1,1,3,0
"1338",3,0,0,3,1
"1339",2,1,0,2,0
"1340",3,1,2,3,0
"1341",3,2,3,1,0
"1342",2,1,1,2,0
"1343",2,1,1,3,0
"1344",2,1,2,2,1
"1345",3,2,1,3,0
"1346",2,1,0,3,1
"1347",1,1,1,2,1
"1348",0,1,2,2,0
"1349",2,1,1,2,1
"1350",2,1,2,2,1
"1351",2,1,2,3,0
"1352",2,1,2,2,1
"1353",2,1,1,3,1
"1354",2,1,1,2,0
"1355",3,1,1,1,0
"1356",2,1,2,2,0
"1357",2,1,2,2,0
"1358",2,2,1,2,1
"1359",2,1,1,1,0
"1360",2,1,2,2,1
"1361",1,1,2,2,0
"1362",2,2,1,2,1
"1363",2,1,1,2,1
"1364",2,1,0,1,1
"1365",2,2,2,3,0
"1366",2,1,1,2,0
"1367",3,1,0,2,1
"1368",2,1,2,2,0
"1369",2,1,0,2,1
"1370",2,1,3,3,0
"1371",3,1,1,3,0
"1372",2,1,0,2,1
"1373",2,2,1,2,0
"1374",2,2,2,2,0
"1375",2,1,2,3,1
"1376",2,1,1,2,0
"1377",2,1,2,1,1
"1378",2,1,1,2,1
"1379",2,1,2,3,0
"1380",2,1,2,2,0
"1381",2,1,2,3,0
"1382",2,2,1,2,0
"1383",3,2,1,2,1
"1384",2,2,1,2,1
"1385",3,1,1,3,0
"1386",2,1,2,2,0
"1387",3,1,1,2,0
"1388",2,1,2,1,1
"1389",2,1,2,3,0
"1390",3,1,3,3,0
"1391",2,1,2,2,1
"1392",2,2,0,2,0
"1393",2,1,1,3,0
"1394",2,1,2,2,0
"1395",4,1,1,2,0
"1396",2,1,0,1,0
"1397",3,1,3,2,1
"1398",3,1,2,3,0
"1399",0,2,1,2,1
"1400",2,1,0,2,1
"1401",0,1,2,3,0
"1402",3,2,2,1,0
"1403",2,1,2,2,1
"1404",2,1,1,2,0
"1405",3,2,1,2,0
"1406",2,1,0,2,0
"1407",2,1,1,2,1
"1408",2,2,3,2,0
"1409",2,1,2,3,0
"1410",4,1,2,1,0
"1411",2,1,2,1,0
"1412",2,2,1,3,0
"1413",3,1,1,2,1
"1414",2,1,1,2,1
"1415",2,1,2,3,0
"1416",1,1,2,2,1
"1417",3,1,2,2,0
"1418",2,1,0,2,0
"1419",2,2,2,3,1
"1420",3,2,1,1,0
"1421",2,2,0,1,0
"1422",3,1,3,3,1
"1423",0,1,3,3,0
"1424",2,1,0,3,0
"1425",2,2,1,3,1
"1426",1,1,1,3,0
"1427",2,1,1,2,1
"1428",2,2,2,3,1
"1429",2,1,2,1,1
"1430",2,1,1,2,0
"1431",2,2,2,2,1
"1432",2,1,1,2,0
"1433",3,1,1,2,0
"1434",0,2,2,3,0
"1435",3,1,2,2,0
"1436",2,2,2,2,0
"1437",2,1,0,2,0
"1438",2,1,1,2,1
"1439",2,1,2,3,0
"1440",2,2,2,3,0
"1441",2,0,1,1,0
"1442",2,1,1,3,0
"1443",2,2,2,3,0
"1444",2,2,2,3,0
"1445",2,1,1,2,0
"1446",2,1,0,3,1
"1447",2,1,1,2,1
"1448",2,1,2,2,0
"1449",2,1,2,3,1
"1450",2,1,2,3,0
"1451",2,1,1,3,1
"1452",2,1,3,3,0
"1453",4,1,2,2,0
"1454",3,1,0,2,1
"1455",2,1,1,2,0
"1456",3,2,2,3,1
"1457",3,2,2,3,0
"1458",3,1,1,2,0
"1459",3,1,0,3,0
"1460",2,1,2,3,0
"1461",2,2,0,3,0
"1462",2,1,0,2,0
"1463",2,1,1,2,0
"1464",2,1,2,2,1
"1465",2,1,1,3,0
"1466",2,1,1,2,0
"1467",2,1,1,1,1
"1468",3,1,1,1,0
"1469",2,1,2,2,1
"1470",3,1,2,3,0
"1471",3,1,2,2,0
"1472",3,1,2,3,0
"1473",3,1,2,1,0
"1474",2,1,1,3,1
"1475",3,1,0,2,0
"1476",2,1,2,2,1
"1477",2,1,2,2,0
"1478",2,1,3,3,1
"1479",2,1,0,3,1
"1480",1,1,1,3,1
"1481",2,2,3,2,1
"1482",2,1,1,2,0
"1483",2,2,1,2,0
"1484",2,1,0,2,0
"1485",2,1,2,3,0
"1486",3,1,0,2,1
"1487",2,1,1,3,1
"1488",2,2,0,2,0
"1489",2,1,1,3,0
"1490",3,1,3,2,1
"1491",2,1,1,2,0
"1492",2,1,1,3,1
"1493",2,1,2,3,0
"1494",2,1,3,2,1
"1495",2,2,2,3,1
"1496",2,2,2,2,0
"1497",2,1,1,3,1
"1498",3,1,2,2,0
"1499",3,1,1,2,1
"1500",2,1,2,3,1
"1501",2,1,1,2,0
"1502",2,1,3,3,1
"1503",2,1,2,3,0
"1504",2,1,2,3,1
"1505",2,1,3,3,0
"1506",4,0,1,2,0
"1507",0,2,1,3,1
"1508",2,1,2,2,1
"1509",3,1,1,2,0
"1510",2,1,1,2,1
"1511",1,1,2,2,1
"1512",2,2,2,3,0
"1513",2,1,2,1,0
"1514",2,1,0,1,0
"1515",2,1,0,3,0
"1516",2,1,1,2,1
"1517",2,1,2,2,0
"1518",2,1,2,2,1
"1519",3,1,0,2,0
"1520",2,1,2,3,0
"1521",2,1,2,3,1
"1522",2,2,1,3,1
"1523",2,2,1,2,0
"1524",2,1,1,1,0
"1525",2,1,1,2,1
"1526",2,2,2,2,0
"1527",1,1,0,3,0
"1528",2,2,2,3,1
"1529",2,1,1,1,0
"1530",2,1,1,2,0
"1531",2,1,1,2,0
"1532",1,1,0,3,0
"1533",2,1,2,2,0
"1534",2,1,1,2,0
"1535",2,2,2,3,0
"1536",2,1,0,3,1
"1537",2,1,1,1,0
"1538",2,1,1,1,0
"1539",3,1,1,2,0
"1540",0,1,2,2,0
"1541",4,2,2,2,1
"1542",1,1,2,3,0
"1543",2,1,1,2,0
"1544",3,2,1,2,1
"1545",2,1,0,3,0
"1546",2,1,2,3,0
"1547",1,1,2,2,1
"1548",3,2,2,2,0
"1549",3,1,2,2,0
"1550",2,1,2,2,0
"1551",3,2,2,2,0
"1552",2,1,1,2,0
"1553",3,1,1,2,0
"1554",2,1,1,3,0
"1555",2,1,2,2,0
"1556",2,1,2,2,0
"1557",2,2,1,2,1
"1558",2,1,0,3,0
"1559",2,1,3,3,1
"1560",2,1,2,3,1
"1561",3,1,1,2,0
"1562",2,1,1,2,0
"1563",3,1,3,3,0
"1564",2,1,2,2,0
"1565",3,1,1,2,0
"1566",2,1,2,2,0
"1567",2,1,1,3,0
"1568",2,1,2,1,0
"1569",2,1,1,2,0
"1570",2,1,2,2,0
"1571",2,1,1,2,1
"1572",2,2,2,2,0
"1573",2,1,2,3,1
"1574",3,1,1,3,0
"1575",0,1,1,3,0
"1576",2,2,1,2,0
"1577",2,1,2,3,1
"1578",2,1,1,1,1
"1579",2,1,1,2,0
"1580",2,2,3,2,0
"1581",0,1,2,3,1
"1582",3,1,1,2,1
"1583",2,1,1,2,1
"1584",2,2,1,2,0
"1585",3,1,2,2,1
"1586",2,2,1,2,0
"1587",3,2,2,2,0
"1588",2,2,2,3,0
"1589",2,2,1,2,0
"1590",3,2,2,2,0
"1591",3,1,1,1,1
"1592",2,1,2,1,0
"1593",2,1,1,2,1
"1594",2,1,2,3,0
"1595",2,1,2,3,0
"1596",2,1,1,3,0
"1597",0,1,2,3,1
"1598",2,2,0,2,0
"1599",1,1,1,3,0
"1600",2,1,2,3,0
"1601",3,1,1,1,1
"1602",2,1,1,3,0
"1603",2,1,2,3,0
"1604",2,1,2,3,1
"1605",2,1,2,2,0
"1606",2,1,1,3,0
"1607",3,2,1,2,0
"1608",3,1,1,3,0
"1609",2,1,2,1,0
"1610",2,2,1,1,1
"1611",2,1,2,3,1
"1612",0,2,2,3,0
"1613",4,1,1,1,0
"1614",3,1,0,2,0
"1615",3,1,2,3,0
"1616",2,1,2,2,1
"1617",2,1,0,1,1
"1618",3,1,3,2,0
"1619",2,1,0,2,0
"1620",2,1,2,3,0
"1621",3,1,2,3,1
"1622",2,1,1,3,1
"1623",2,1,1,1,0
"1624",2,1,1,2,0
"1625",2,1,2,3,0
"1626",2,2,2,2,0
"1627",2,1,0,2,0
"1628",2,1,0,2,1
"1629",2,1,1,3,1
"1630",2,1,0,3,1
"1631",3,2,0,2,0
"1632",2,1,2,3,1
"1633",3,1,2,3,0
"1634",2,1,1,2,1
"1635",3,2,1,2,0
"1636",3,0,1,2,1
"1637",2,1,0,2,0
"1638",2,1,1,3,0
"1639",3,1,3,2,1
"1640",2,2,1,3,0
"1641",2,1,0,2,1
"1642",3,1,1,3,1
"1643",3,1,1,2,1
"1644",2,1,2,2,1
"1645",2,1,2,3,0
"1646",2,1,1,1,1
"1647",3,1,2,2,0
"1648",2,1,1,2,0
"1649",2,1,2,3,1
"1650",2,1,1,2,0
"1651",2,1,0,2,0
"1652",3,1,3,2,1
"1653",2,1,0,3,1
"1654",2,1,2,2,0
"1655",3,1,1,3,1
"1656",3,1,1,2,1
"1657",2,1,1,1,0
"1658",3,1,2,2,0
"1659",2,2,1,3,1
"1660",2,1,2,3,1
"1661",2,1,0,2,1
"1662",2,1,1,3,1
"1663",3,2,2,1,1
"1664",2,1,1,2,0
"1665",2,1,2,2,0
"1666",2,1,0,2,0
"1667",2,1,2,2,0
"1668",2,1,2,3,1
"1669",3,1,2,1,0
"1670",2,1,3,2,0
"1671",3,1,1,2,0
"1672",2,2,1,2,0
"1673",2,1,0,2,0
"1674",2,2,1,2,0
"1675",2,2,0,2,0
"1676",3,1,3,2,0
"1677",3,2,2,2,0
"1678",3,1,3,2,0
"1679",2,1,1,2,1
"1680",2,1,2,2,0
"1681",2,1,0,2,1
"1682",2,1,2,3,0
"1683",2,1,1,2,0
"1684",2,1,1,2,0
"1685",2,1,1,2,0
"1686",2,1,1,2,0
"1687",2,2,1,2,0
"1688",2,1,1,2,0
"1689",1,1,1,2,0
"1690",2,1,2,3,1
"1691",2,1,2,2,1
"1692",3,1,1,1,0
"1693",3,1,1,2,0
"1694",2,1,1,3,0
"1695",2,1,1,3,0
"1696",3,1,3,2,0
"1697",1,1,1,2,1
"1698",2,1,1,3,0
"1699",3,1,2,3,0
"1700",2,1,2,2,1
"1701",3,1,1,2,1
"1702",2,1,1,2,1
"1703",2,2,1,1,0
"1704",3,1,2,2,0
"1705",2,2,2,3,0
"1706",2,1,1,2,0
"1707",2,2,2,2,0
"1708",3,1,1,3,0
"1709",3,1,0,3,0
"1710",3,1,3,3,0
"1711",2,1,1,2,1
"1712",2,1,1,3,1
"1713",3,1,2,1,1
"1714",2,1,2,2,1
"1715",2,1,2,2,1
"1716",2,1,1,2,0
"1717",2,2,2,2,0
"1718",2,1,1,3,1
"1719",2,1,1,2,1
"1720",3,2,2,2,0
"1721",2,2,2,3,0
"1722",2,1,0,3,0
"1723",2,2,2,2,0
"1724",2,2,2,3,0
"1725",3,2,4,2,0
"1726",0,1,1,2,1
"1727",2,1,1,3,0
"1728",3,1,2,1,1
"1729",3,1,1,2,0
"1730",3,1,2,2,0
"1731",2,2,1,3,1
"1732",2,1,1,2,0
"1733",2,1,0,2,0
"1734",3,1,2,2,0
"1735",2,2,1,2,0
"1736",4,1,2,2,1
"1737",2,1,1,2,1
"1738",4,1,2,1,1
"1739",2,2,0,2,0
"1740",2,1,0,3,0
"1741",3,2,1,2,0
"1742",2,1,0,2,1
"1743",2,2,1,2,0
"1744",3,1,1,3,0
"1745",3,2,0,2,0
"1746",1,2,2,3,0
"1747",1,0,1,2,1
"1748",3,1,2,1,0
"1749",2,1,1,2,0
"1750",1,2,3,2,0
"1751",1,1,1,3,0
"1752",2,1,2,2,0
"1753",2,2,0,3,0
"1754",2,1,1,2,0
"1755",2,0,2,1,1
"1756",2,1,2,3,0
"1757",2,2,1,1,1
"1758",3,2,2,2,1
"1759",3,2,2,2,0
"1760",2,1,2,2,0
"1761",2,2,1,3,0
"1762",2,1,3,2,0
"1763",2,1,1,1,1
"1764",2,2,2,2,0
"1765",2,1,1,3,1
"1766",3,2,2,3,1
"1767",2,1,2,3,0
"1768",3,1,3,2,1
"1769",2,1,1,3,1
"1770",2,1,1,3,0
"1771",3,3,1,3,0
"1772",3,1,1,3,1
"1773",3,1,3,2,1
"1774",2,1,1,2,0
"1775",2,1,2,2,0
"1776",3,2,3,2,1
"1777",2,1,2,3,0
"1778",3,1,1,2,1
"1779",2,1,2,3,1
"1780",3,1,2,3,0
"1781",3,0,1,2,0
"1782",3,1,2,2,0
"1783",2,1,1,2,0
"1784",4,1,2,2,0
"1785",3,1,3,2,0
"1786",3,1,1,1,1
"1787",3,1,3,3,1
"1788",3,1,0,2,1
"1789",2,1,2,2,1
"1790",3,1,2,2,0
"1791",2,1,3,2,1
"1792",2,1,3,3,1
"1793",1,1,2,2,0
"1794",3,1,2,3,0
"1795",2,1,0,2,1
"1796",2,2,1,1,0
"1797",2,2,2,3,0
"1798",2,2,0,2,1
"1799",2,1,0,3,0
"1800",3,1,2,3,1
"1801",2,2,1,2,0
"1802",2,1,2,3,0
"1803",2,1,2,3,0
"1804",2,1,0,3,0
"1805",2,1,1,3,0
"1806",2,1,1,2,0
"1807",2,1,1,2,0
"1808",0,1,2,3,1
"1809",3,2,3,3,0
"1810",2,2,2,3,0
"1811",2,1,1,3,1
"1812",2,1,1,3,1
"1813",3,1,2,1,1
"1814",3,1,0,2,1
"1815",3,2,3,1,0
"1816",2,1,1,2,1
"1817",2,1,2,3,0
"1818",2,2,2,3,0
"1819",2,1,1,1,0
"1820",3,2,1,2,1
"1821",2,2,2,2,0
"1822",1,1,0,2,0
"1823",2,1,2,3,1
"1824",2,1,3,3,0
"1825",2,1,3,3,1
"1826",2,1,2,2,1
"1827",2,1,2,1,0
"1828",2,1,1,3,0
"1829",2,2,0,3,1
"1830",3,1,2,2,1
"1831",2,1,2,3,0
"1832",2,1,4,2,0
"1833",2,2,3,3,1
"1834",2,2,0,2,1
"1835",2,2,1,2,0
"1836",3,2,2,2,1
"1837",3,1,3,3,0
"1838",2,1,1,2,1
"1839",2,1,2,1,0
"1840",2,1,0,3,0
"1841",2,1,1,1,0
"1842",2,1,2,3,0
"1843",2,1,1,3,1
"1844",3,1,0,1,1
"1845",2,1,2,1,0
"1846",4,1,2,2,0
"1847",2,1,2,3,0
"1848",2,2,0,3,1
"1849",3,2,2,2,0
"1850",2,1,1,3,0
"1851",3,1,0,2,1
"1852",3,1,1,2,0
"1853",2,2,2,3,0
"1854",2,2,1,2,0
"1855",2,1,2,2,1
"1856",2,2,2,2,1
"1857",2,2,2,3,0
"1858",2,1,2,3,0
"1859",1,1,1,2,0
"1860",2,1,2,3,0
"1861",2,2,2,2,1
"1862",3,1,1,2,1
"1863",2,2,1,1,0
"1864",2,1,2,3,0
"1865",2,1,1,2,0
"1866",2,1,1,3,1
"1867",2,1,2,3,0
"1868",2,2,2,2,0
"1869",2,2,2,3,0
"1870",2,1,1,2,0
"1871",2,2,2,1,1
"1872",3,1,2,1,1
"1873",2,2,1,3,0
"1874",2,2,1,2,1
"1875",2,1,2,3,0
"1876",3,1,1,2,0
"1877",3,2,2,3,0
"1878",2,1,2,3,0
"1879",2,0,1,1,0
"1880",2,1,1,3,1
"1881",4,1,1,2,0
"1882",3,1,1,2,0
"1883",2,2,1,0,0
"1884",2,1,1,1,0
"1885",2,1,1,2,0
"1886",3,1,1,2,0
"1887",3,2,1,1,0
"1888",2,1,1,1,0
"1889",2,1,1,2,1
"1890",2,1,2,3,0
"1891",2,1,1,3,0
"1892",2,2,1,3,0
"1893",3,1,1,3,1
"1894",0,2,2,3,0
"1895",3,1,0,2,0
"1896",2,2,2,2,0
"1897",2,1,2,2,0
"1898",2,1,2,2,1
"1899",2,1,2,2,0
"1900",0,1,0,3,0
"1901",3,2,0,3,0
"1902",2,1,0,2,0
"1903",2,1,2,3,0
"1904",2,1,0,3,0
"1905",3,1,1,2,1
"1906",1,0,0,2,1
"1907",2,1,2,3,1
"1908",2,2,3,3,0
"1909",2,2,2,3,0
"1910",0,1,1,3,0
"1911",2,1,2,2,1
"1912",2,1,1,3,0
"1913",3,1,1,2,1
"1914",2,1,1,2,1
"1915",3,1,0,2,1
"1916",2,1,2,2,0
"1917",2,2,2,3,0
"1918",1,1,2,1,1
"1919",3,1,0,2,0
"1920",2,1,2,3,0
"1921",2,1,1,3,0
"1922",2,1,0,2,1
"1923",2,1,1,2,0
"1924",2,2,1,2,0
"1925",2,1,2,2,0
"1926",2,1,2,2,1
"1927",3,2,3,3,1
"1928",2,2,2,2,0
"1929",2,1,2,3,1
"1930",2,1,1,3,0
"1931",2,1,2,3,1
"1932",3,1,2,3,0
"1933",3,1,1,2,0
"1934",2,2,1,2,0
"1935",3,1,3,3,1
"1936",2,1,2,2,1
"1937",2,1,1,3,1
"1938",2,1,1,2,0
"1939",3,1,2,2,0
"1940",3,1,1,1,1
"1941",3,1,1,2,0
"1942",2,1,1,3,0
"1943",2,1,1,2,0
"1944",2,2,2,2,0
"1945",2,2,2,3,0
"1946",3,1,3,3,0
"1947",3,2,1,2,0
"1948",2,1,3,3,0
"1949",2,1,2,3,1
"1950",2,1,2,3,0
"1951",2,1,1,3,0
"1952",2,1,1,2,0
"1953",3,1,1,3,0
"1954",3,2,3,3,0
"1955",3,1,3,2,0
"1956",2,2,2,2,0
"1957",1,1,1,3,0
"1958",2,2,2,2,0
"1959",2,1,1,3,1
"1960",2,2,2,2,0
"1961",2,1,2,3,1
"1962",3,1,2,1,0
"1963",2,1,2,2,0
"1964",4,1,1,2,0
"1965",3,1,2,2,0
"1966",2,1,1,2,1
"1967",2,1,0,1,0
"1968",2,1,2,3,1
"1969",2,1,2,2,0
"1970",2,2,3,2,1
"1971",2,1,2,1,0
"1972",2,1,2,2,0
"1973",2,2,1,2,0
"1974",2,1,2,1,1
"1975",2,2,1,3,1
"1976",3,1,3,3,0
"1977",3,1,0,2,0
"1978",2,1,2,3,1
"1979",2,2,2,2,0
"1980",1,1,2,2,0
"1981",2,1,2,1,1
"1982",3,1,2,2,1
"1983",2,1,2,2,1
"1984",2,1,3,3,0
"1985",2,1,2,2,1
"1986",3,1,0,2,0
"1987",2,1,1,2,0
"1988",2,1,1,2,1
"1989",2,1,1,3,1
"1990",1,1,1,2,0
"1991",2,1,2,3,1
"1992",2,2,0,1,0
"1993",2,1,1,3,0
"1994",2,2,3,3,0
"1995",2,1,2,2,0
"1996",2,1,1,3,1
"1997",2,1,2,3,0
"1998",3,1,0,3,0
"1999",2,1,2,2,0
"2000",3,1,1,3,1
"2001",2,1,1,2,1
"2002",2,1,1,2,0
"2003",2,2,1,2,1
"2004",1,1,0,3,1
"2005",2,2,2,3,0
"2006",2,2,1,3,0
"2007",2,2,0,2,1
"2008",2,1,0,2,1
"2009",3,2,0,3,1
"2010",2,2,2,2,0
"2011",2,1,2,2,0
"2012",2,1,2,3,0
"2013",3,1,2,1,0
"2014",2,1,2,2,0
"2015",2,1,2,2,0
"2016",2,1,1,2,1
"2017",3,3,0,2,1
"2018",2,1,1,2,0
"2019",2,1,2,3,0
"2020",2,2,1,3,0
"2021",2,2,1,2,0
"2022",2,1,1,2,0
"2023",2,1,0,3,1
"2024",2,1,1,3,0
"2025",2,1,1,3,0
"2026",2,2,2,3,0
"2027",2,1,3,3,0
"2028",2,1,2,3,0
"2029",3,1,1,2,0
"2030",3,2,1,2,1
"2031",2,1,1,2,0
"2032",3,2,3,3,0
"2033",2,1,3,3,0
"2034",2,1,2,3,0
"2035",2,1,2,2,0
"2036",3,1,1,1,1
"2037",2,1,1,3,0
"2038",2,1,2,2,0
"2039",2,2,2,3,0
"2040",2,1,1,3,0
"2041",3,1,3,3,0
"2042",2,1,2,2,0
"2043",3,1,1,2,0
"2044",2,1,1,2,1
"2045",2,2,2,1,0
"2046",2,1,2,2,1
"2047",2,1,2,2,1
"2048",2,1,2,2,1
"2049",2,1,2,2,1
"2050",2,1,2,3,1
"2051",2,1,0,2,0
"2052",1,1,2,3,1
"2053",3,1,2,2,0
"2054",2,1,0,3,0
"2055",3,1,2,2,0
"2056",2,1,2,2,0
"2057",2,1,2,2,1
"2058",2,2,2,3,0
"2059",2,1,1,2,0
"2060",2,1,2,3,0
"2061",3,2,1,2,0
"2062",2,2,1,2,1
"2063",3,1,3,2,1
"2064",0,1,2,1,0
"2065",1,1,2,2,0
"2066",3,1,0,2,0
